Model,Val_Acc,Val_F1,Test_Acc,Test_F1
Classical_LogisticRegression,0.5638630150441174,0.21295615208959237,0.528192577798877,0.2246440168192469
NN_Classifier,0.7464386858087646,0.2123457292360578,0.7380359159886719,0.21783630018475614
